strategy_id,strategy_code,strategy,description,transformation_specification,baseline_strategy_id
3017,TRNS:SHIFT_FUEL_LIGHT_DUTY,Singleton - Default Value - TRNS: Electrify light duty road transport,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,0.0
3018,TRNS:SHIFT_FUEL_MARITIME,Singleton - Default Value - TRNS: Fuel switch maritime,,TX:TRNS:SHIFT_FUEL_MARITIME,0.0
3019,TRNS:SHIFT_FUEL_MEDIUM_DUTY,Singleton - Default Value - TRNS: Fuel switch medium duty road transport,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,0.0
3020,TRNS:SHIFT_FUEL_RAIL,Singleton - Default Value - TRNS: Electrify rail,,TX:TRNS:SHIFT_FUEL_RAIL,0.0
3021,TRNS:SHIFT_MODE_FREIGHT,Singleton - Default Value - TRNS: Mode shift freight,,TX:TRNS:SHIFT_MODE_FREIGHT,0.0
3022,TRNS:SHIFT_MODE_PASSENGER,Singleton - Default Value - TRNS: Mode shift passenger vehicles to others,,TX:TRNS:SHIFT_MODE_PASSENGER,0.0
3023,TRNS:SHIFT_MODE_REGIONAL,Singleton - Default Value - TRNS: Mode shift regional passenger travel,,TX:TRNS:SHIFT_MODE_REGIONAL,0.0
3024,EN:ALL,Sectoral Composite - Energy,All (unique by transformer) Energy transformations,TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL,0.0
4000,IPPU:DEC_CLINKER,Singleton - Default Value - IPPU: Reduce cement clinker,,TX:IPPU:DEC_CLINKER,0.0
4001,IPPU:DEC_DEMAND,Singleton - Default Value - IPPU: Demand management,,TX:IPPU:DEC_DEMAND,0.0
4002,IPPU:DEC_HFCS,Singleton - Default Value - IPPU: Reduce use of HFCs,,TX:IPPU:DEC_HFCS,0.0
4003,IPPU:DEC_N2O,Singleton - Default Value - IPPU: Reduce Nitrous Oxide emissions,,TX:IPPU:DEC_N2O,0.0
4004,IPPU:DEC_OTHER_FCS,Singleton - Default Value - IPPU: Reduce other fluorinated compounds,,TX:IPPU:DEC_OTHER_FCS,0.0
4005,IPPU:DEC_PFCS,Singleton - Default Value - IPPU: Reduce use of PFCs,,TX:IPPU:DEC_PFCS,0.0
4006,IP:ALL,Sectoral Composite - IPPU,All (unique by transformer) IPPU transformations,TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS,0.0
6000,PFLO:INC_HEALTHIER_DIETS,Singleton - Default Value - PFLO: Change diets,,TX:PFLO:INC_HEALTHIER_DIETS,0.0
6001,PFLO:INC_IND_CCS,Singleton - Default Value - PFLO: Industrial carbon capture and sequestration,,TX:PFLO:INC_IND_CCS,0.0
6002,PFLO:ALL,All Actions,All actions (unique by transformer),TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY|TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:PFLO:INC_HEALTHIER_DIETS|TX:PFLO:INC_IND_CCS|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL|TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0.0
6003,PFLO:BAU,BAU,Croatia BAU scenario,TX:IPPU:DEC_HFCS_STRATEGY_BAU|TX:IPPU:DEC_N2O_STRATEGY_BAU|TX:IPPU:DEC_OTHER_FCS_STRATEGY_BAU|TX:IPPU:DEC_PFCS_STRATEGY_BAU|TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_BAU|TX:WASO:INC_RECYCLING_STRATEGY_BAU,0.0
6004,PFLO:WEM,WEM,Croatia WEM scenario,TX:WASO:INC_ENERGY_FROM_BIOGAS_STRATEGY_WEM|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WEM|TX:WASO:INC_LANDFILLING_STRATEGY_WEM|TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WEM|TX:WASO:INC_ENERGY_FROM_INCINERATION_STRATEGY_WEM|TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WEM|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WEM|TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WEM|TX:LNDU:INC_SILVOPASTURE_STRATEGY_WEM|TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WEM|TX:SOIL:DEC_N_APPLIED_STRATEGY_WEM|TX:IPPU:DEC_OTHER_FCS_STRATEGY_WEM|TX:LNDU:INC_REFORESTATION_STRATEGY_WEM|TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WEM|TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WEM|TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WEM|TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WEM|TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WEM|TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WEM|TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WEM|TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WEM|TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WEM|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WEM|TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WEM|TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WEM|TX:IPPU:DEC_PFCS_STRATEGY_WEM|TX:IPPU:DEC_HFCS_STRATEGY_WEM|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WEM|TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WEM|TX:ENTC:DEC_LOSSES_STRATEGY_WEM|TX:IPPU:DEC_N2O_STRATEGY_WEM|TX:TRDE:DEC_DEMAND_STRATEGY_WEM|TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WEM|TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WEM|TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WEM|TX:WASO:INC_RECYCLING_STRATEGY_WEM|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WEM|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WEM|TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WEM|TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WEM,0.0
6005,PFLO:WAM,WAM,Croatia WAM scenario,TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WAM|TX:IPPU:DEC_CLINKER_STRATEGY_WAM|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WAM|TX:SOIL:DEC_N_APPLIED_STRATEGY_WAM|TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WAM|TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WAM|TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WAM|TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WAM|TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WAM|TX:WASO:INC_LANDFILLING_STRATEGY_WAM|TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WAM|TX:IPPU:DEC_N2O_STRATEGY_WAM|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WAM|TX:IPPU:DEC_PFCS_STRATEGY_WAM|TX:TRDE:DEC_DEMAND_STRATEGY_WAM|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WAM|TX:WASO:INC_RECYCLING_STRATEGY_WAM|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WAM|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WAM|TX:ENTC:DEC_LOSSES_STRATEGY_WAM|TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WAM|TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WAM|TX:IPPU:DEC_OTHER_FCS_STRATEGY_WAM|TX:PFLO:INC_IND_CCS_STRATEGY_WAM|TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WAM|TX:WASO:INC_ENERGY_FROM_BIOGAS_STRATEGY_WAM|TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WAM|TX:IPPU:DEC_HFCS_STRATEGY_WAM|TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WAM|TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WAM|TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_WAM|TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WAM|TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WAM|TX:LNDU:INC_REFORESTATION_STRATEGY_WAM|TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WAM|TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WAM|TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WAM|TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WAM|TX:LNDU:INC_SILVOPASTURE_STRATEGY_WAM|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WAM|TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WAM|TX:WASO:INC_ENERGY_FROM_INCINERATION_STRATEGY_WAM|TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WAM,0.0
6006,TORNADO:TX:AGRC:DEC_CH4_RICE,Add TX:AGRC:DEC_CH4_RICE to Strategy TX:BASE,,TX:AGRC:DEC_CH4_RICE,0.0
6007,TORNADO:TX:AGRC:DEC_EXPORTS,Add TX:AGRC:DEC_EXPORTS to Strategy TX:BASE,,TX:AGRC:DEC_EXPORTS,0.0
6008,TORNADO:TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN,Add TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN to Strategy TX:BASE,,TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0
6009,TORNADO:TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WAM,Add TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WAM to Strategy TX:BASE,,TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WAM,0.0
6010,TORNADO:TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WEM,Add TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WEM to Strategy TX:BASE,,TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_WEM,0.0
6011,TORNADO:TX:AGRC:INC_CONSERVATION_AGRICULTURE,Add TX:AGRC:INC_CONSERVATION_AGRICULTURE to Strategy TX:BASE,,TX:AGRC:INC_CONSERVATION_AGRICULTURE,0.0
6012,TORNADO:TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WAM,Add TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WAM to Strategy TX:BASE,,TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WAM,0.0
6013,TORNADO:TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WEM,Add TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WEM to Strategy TX:BASE,,TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_WEM,0.0
6014,TORNADO:TX:AGRC:INC_PRODUCTIVITY,Add TX:AGRC:INC_PRODUCTIVITY to Strategy TX:BASE,,TX:AGRC:INC_PRODUCTIVITY,0.0
6015,TORNADO:TX:CCSQ:INC_CAPTURE,Add TX:CCSQ:INC_CAPTURE to Strategy TX:BASE,,TX:CCSQ:INC_CAPTURE,0.0
6016,TORNADO:TX:ENTC:DEC_LOSSES,Add TX:ENTC:DEC_LOSSES to Strategy TX:BASE,,TX:ENTC:DEC_LOSSES,0.0
6017,TORNADO:TX:ENTC:DEC_LOSSES_STRATEGY_WAM,Add TX:ENTC:DEC_LOSSES_STRATEGY_WAM to Strategy TX:BASE,,TX:ENTC:DEC_LOSSES_STRATEGY_WAM,0.0
6018,TORNADO:TX:ENTC:DEC_LOSSES_STRATEGY_WEM,Add TX:ENTC:DEC_LOSSES_STRATEGY_WEM to Strategy TX:BASE,,TX:ENTC:DEC_LOSSES_STRATEGY_WEM,0.0
6019,TORNADO:TX:ENTC:LEAST_COST_SOLUTION,Add TX:ENTC:LEAST_COST_SOLUTION to Strategy TX:BASE,,TX:ENTC:LEAST_COST_SOLUTION,0.0
6020,TORNADO:TX:ENTC:TARGET_CLEAN_HYDROGEN,Add TX:ENTC:TARGET_CLEAN_HYDROGEN to Strategy TX:BASE,,TX:ENTC:TARGET_CLEAN_HYDROGEN,0.0
6021,TORNADO:TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_WAM,Add TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_WAM to Strategy TX:BASE,,TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_WAM,0.0
6022,TORNADO:TX:ENTC:TARGET_RENEWABLE_ELEC,Add TX:ENTC:TARGET_RENEWABLE_ELEC to Strategy TX:BASE,,TX:ENTC:TARGET_RENEWABLE_ELEC,0.0
6023,TORNADO:TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WAM,Add TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WAM to Strategy TX:BASE,,TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WAM,0.0
6024,TORNADO:TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WEM,Add TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WEM to Strategy TX:BASE,,TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_WEM,0.0
6025,TORNADO:TX:FGTV:DEC_LEAKS,Add TX:FGTV:DEC_LEAKS to Strategy TX:BASE,,TX:FGTV:DEC_LEAKS,0.0
6026,TORNADO:TX:FGTV:INC_FLARE,Add TX:FGTV:INC_FLARE to Strategy TX:BASE,,TX:FGTV:INC_FLARE,0.0
6027,TORNADO:TX:INEN:INC_EFFICIENCY_ENERGY,Add TX:INEN:INC_EFFICIENCY_ENERGY to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_ENERGY,0.0
6028,TORNADO:TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WAM,Add TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WAM to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WAM,0.0
